id_contrato,id_cliente,data_referencia,inadimplente_30d,n_parcelas,valor_parcela,renda_declarada_tratada,canal_venda,tenure_dias,comprometimento_renda,qtd_contratos_parcelados,qtd_compras,ticket_medio_compras,qtd_compra_informatica,qtd_compra_moveis,qtd_compra_eletro,qtd_compra_cama_mesa_banho,dias_desde_ultima_compra,qtd_parcelas_vencidas,qtd_parcelas_pagas,qtd_parcelas_pendentes,qtd_atrasos_positivos,qtd_atrasos_pagos,payment_late_rate,payment_mean_delay,payment_max_delay,payment_sum_delay,payment_mean_delay_paid,payment_max_delay_paid,qtd_sac_telefone,qtd_sac_whatsapp,qtd_sac_loja,qtd_sac_site,score_bureau,tem_consulta_bureau,dias_desde_consulta_bureau
C00484,CLI00540,2025-04-27,0,6,127.35,1881.42,Loja física,173,0.06768823548171062,2,3,1769.2766666666666,0,2,1,0,31.0,5,5,0,3,3,0.6,3.4,8,17,5.666666666666667,8.0,0,0,1,0,654,1,175
C00485,CLI00193,2026-01-25,0,18,178.77,3998.63,Televendas,203,0.044707812425755826,1,1,799.2,1,0,0,0,663.0,6,6,0,1,1,0.16666666666666666,1.0,6,6,6.0,6.0,1,0,1,0,505,1,204
C00486,CLI01292,2026-01-08,0,6,308.26,4116.09,Site,83,0.07489146252875908,1,3,883.5833333333334,0,1,2,0,614.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,654,1,83
C00488,CLI02673,2026-01-15,0,18,204.0,4194.91,Loja física,113,0.048630363941061905,1,0,,0,0,0,0,,3,3,0,1,1,0.3333333333333333,2.6666666666666665,8,8,8.0,8.0,0,1,0,0,726,1,115
C00489,CLI02580,2026-02-05,1,10,232.26,1856.61,Site,83,0.1250989707046714,2,2,925.75,0,2,0,0,15.0,2,1,1,2,1,1.0,20.5,23,41,18.0,18.0,0,1,0,0,595,1,84
C00490,CLI01379,2025-04-16,0,6,125.43,3283.71,Loja física,173,0.03819764839160584,2,6,1051.2816666666668,2,2,1,1,12.0,5,5,0,1,1,0.2,0.2,1,1,1.0,1.0,0,0,0,0,724,1,174
C00491,CLI01047,2025-01-08,0,6,194.74,4283.45,Loja física,173,0.045463353138241375,1,1,615.5,1,0,0,0,416.0,5,5,0,3,3,0.6,3.2,12,16,5.333333333333333,12.0,0,0,0,0,779,1,173
C00492,CLI00705,2026-01-14,0,12,312.2,,Loja física,323,,2,2,430.5,0,2,0,0,338.0,10,10,0,6,6,0.6,4.7,15,47,7.833333333333333,15.0,0,1,0,0,704,1,324
C00493,CLI00350,2026-01-21,1,12,297.72,2582.9,Loja física,143,0.11526578651902901,1,0,,0,0,0,0,,4,4,0,1,1,0.25,0.5,2,2,2.0,2.0,0,1,0,0,655,1,143
C00494,CLI02725,2025-10-27,1,12,196.68,1344.94,Site,353,0.1462370068553244,2,1,2463.5,0,1,0,0,629.0,11,11,0,4,4,0.36363636363636365,5.909090909090909,21,65,16.25,21.0,0,2,0,0,748,1,354
C00495,CLI01679,2026-01-27,0,6,287.69,2602.25,Loja física,83,0.11055432798539726,1,2,1107.2350000000001,1,0,1,0,256.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,1,0,0,707,1,85
C00496,CLI01013,2026-01-31,0,24,125.15,3489.18,Loja física,113,0.035868026298442615,1,1,898.4,0,1,0,0,498.0,3,3,0,2,2,0.6666666666666666,3.6666666666666665,10,11,5.5,10.0,0,0,0,0,962,1,116
C00497,CLI01993,2026-01-19,0,12,375.29,3233.91,Site,113,0.11604837487747031,2,3,511.5833333333333,0,1,1,1,550.0,3,3,0,2,2,0.6666666666666666,2.3333333333333335,5,7,3.5,5.0,0,0,0,0,670,1,115
C00498,CLI02074,2025-01-06,1,6,395.89,1820.31,Loja física,173,0.21748493388488774,1,1,268.31,1,0,0,0,162.0,5,5,0,5,5,1.0,13.8,20,69,13.8,20.0,1,1,0,0,718,1,176
C00499,CLI01427,2026-01-15,1,24,106.76,2564.21,Televendas,113,0.04163465550793422,2,2,1946.38,1,0,1,0,364.0,3,3,0,1,1,0.3333333333333333,0.3333333333333333,1,1,1.0,1.0,0,0,1,0,730,1,116
C00500,CLI01245,2026-01-27,0,24,56.68,2895.85,Loja física,503,0.01957283699086624,1,3,670.12,0,0,1,2,192.0,16,16,0,5,5,0.3125,0.4375,2,7,1.4,2.0,0,0,0,0,785,1,503
C00501,CLI00205,2026-01-30,1,10,310.26,2535.87,Loja física,263,0.12234854310355026,4,10,842.7620000000001,1,3,4,2,355.0,8,8,0,3,3,0.375,2.75,19,22,7.333333333333333,19.0,1,0,0,0,645,1,264
C00502,CLI01173,2025-02-09,1,6,173.42,3880.88,Televendas,173,0.044685741378244104,2,4,766.2900000000001,0,3,1,0,449.0,5,5,0,2,2,0.4,1.0,3,5,2.5,3.0,0,1,0,0,600,1,175
C00503,CLI02053,2025-12-22,1,12,154.96,1820.68,Televendas,353,0.08511105740712262,2,3,698.6066666666666,1,0,1,1,56.0,11,11,0,5,5,0.45454545454545453,4.363636363636363,20,48,9.6,20.0,0,0,0,0,689,1,356
C00504,CLI01138,2026-02-02,0,12,127.1,2871.39,Loja física,113,0.04426427618679455,1,1,762.52,0,1,0,0,574.0,3,3,0,1,1,0.3333333333333333,2.6666666666666665,8,8,8.0,8.0,0,0,0,0,872,1,114
C00505,CLI01691,2026-01-07,1,12,126.79,4891.72,Loja física,353,0.025919308545869345,1,3,724.6566666666668,0,2,1,0,54.0,11,11,0,1,1,0.09090909090909091,0.18181818181818182,2,2,2.0,2.0,0,0,1,1,651,1,353
C00506,CLI01922,2025-05-14,1,6,347.56,3971.94,Loja física,173,0.0875038394336269,1,2,728.075,1,0,1,0,275.0,5,5,0,4,4,0.8,8.4,24,42,10.5,24.0,0,0,1,1,618,1,176
C00507,CLI00509,2025-09-12,1,6,127.1,1068.03,Site,173,0.119004147823563,1,2,640.745,0,1,0,1,179.0,5,5,0,4,4,0.8,11.8,20,59,14.75,20.0,0,1,1,0,705,1,176
C00509,CLI00101,2026-01-08,0,12,56.59,1876.94,Loja física,293,0.030150137990559104,2,1,863.52,1,0,0,0,336.0,9,9,0,3,3,0.3333333333333333,0.5555555555555556,2,5,1.6666666666666667,2.0,0,0,0,1,687,1,295
C00512,CLI00308,2025-07-31,1,10,448.01,3336.02,Loja física,293,0.13429475842470967,3,6,828.4683333333334,4,1,0,1,106.0,9,9,0,3,3,0.3333333333333333,2.888888888888889,16,26,8.666666666666666,16.0,0,0,0,0,598,1,294
C00513,CLI00944,2025-09-19,0,12,167.14,2372.6,Televendas,353,0.070445924302453,3,3,1160.5933333333332,2,1,0,0,10.0,11,11,0,5,5,0.45454545454545453,1.7272727272727273,13,19,3.8,13.0,0,0,0,0,776,1,355
C00514,CLI00845,2026-01-10,0,12,72.76,2237.53,Loja física,263,0.03251799975866245,1,1,364.41,1,0,0,0,243.0,8,8,0,2,2,0.25,0.375,2,3,1.5,2.0,1,0,0,0,653,1,266
C00515,CLI00938,2025-10-18,1,12,263.01,2262.82,Loja física,353,0.11623107449996022,1,3,595.1366666666667,1,1,1,0,474.0,11,11,0,5,5,0.45454545454545453,5.909090909090909,20,65,13.0,20.0,1,0,1,0,707,1,353
C00516,CLI01889,2026-01-11,1,18,126.32,1471.18,Televendas,443,0.0858630487091994,2,3,426.8233333333333,1,1,1,0,280.0,14,14,0,8,8,0.5714285714285714,7.785714285714286,22,109,13.625,22.0,0,0,0,0,590,1,443
C00517,CLI02200,2026-01-15,1,24,34.53,4528.01,Loja física,263,0.007625866550648077,2,1,375.54,0,0,0,1,168.0,8,8,0,7,7,0.875,8.75,21,70,10.0,21.0,0,0,0,0,765,1,263
C00518,CLI00338,2026-01-24,1,18,113.84,4753.63,Site,233,0.023948014464735372,4,8,1063.15625,1,2,4,1,111.0,7,7,0,3,3,0.42857142857142855,5.142857142857143,24,36,12.0,24.0,0,1,0,0,644,1,234
C00519,CLI02708,2026-01-27,1,10,192.39,2116.92,Loja física,173,0.09088203616575023,3,5,880.908,1,1,3,0,105.0,5,5,0,2,2,0.4,8.2,21,41,20.5,21.0,0,0,0,0,678,1,175
C00520,CLI00506,2026-02-03,0,18,131.38,3463.6,Loja física,203,0.037931631828155676,2,4,532.9975,1,1,1,1,73.0,6,6,0,1,1,0.16666666666666666,0.3333333333333333,2,2,2.0,2.0,0,0,0,0,843,1,206
C00521,CLI02127,2026-01-23,1,12,94.75,2948.13,Loja física,143,0.03213901693615953,1,0,,0,0,0,0,,4,4,0,3,3,0.75,4.75,17,19,6.333333333333333,17.0,1,0,0,0,624,1,143
C00522,CLI01852,2026-01-28,1,18,270.52,2581.57,Loja física,503,0.10478894626138356,4,8,714.8612499999999,3,3,0,2,25.0,16,16,0,15,15,0.9375,16.9375,26,271,18.066666666666666,26.0,0,2,2,0,434,1,504
C00523,CLI00479,2026-02-01,0,12,273.3,2759.97,Loja física,173,0.09902281546538551,3,3,671.0466666666666,1,0,2,0,216.0,5,5,0,1,1,0.2,0.2,1,1,1.0,1.0,0,0,0,0,652,1,175
C00524,CLI01160,2025-08-07,0,10,103.51,4547.45,Loja física,293,0.022762207390955372,3,5,411.262,1,2,2,0,430.0,9,9,0,3,3,0.3333333333333333,2.4444444444444446,20,22,7.333333333333333,20.0,0,1,0,0,711,1,295
C00525,CLI01406,2026-01-29,0,18,59.15,1655.86,Loja física,83,0.035721618977449784,1,0,,0,0,0,0,,2,2,0,1,1,0.5,0.5,1,1,1.0,1.0,0,0,0,0,628,1,84
C00526,CLI01766,2026-01-13,0,24,30.74,2750.62,Loja física,383,0.01117566221433713,3,2,740.305,1,0,1,0,474.0,12,12,0,3,3,0.25,0.3333333333333333,2,4,1.3333333333333333,2.0,1,1,0,0,635,1,384
C00529,CLI01924,2026-01-29,0,18,76.46,2665.17,Loja física,263,0.02868860147757929,3,4,1122.4775,2,0,0,2,209.0,8,8,0,2,2,0.25,2.375,18,19,9.5,18.0,0,0,0,0,718,1,264
C00530,CLI01454,2025-06-17,0,10,183.88,1940.17,Loja física,293,0.09477520011133045,1,3,674.3833333333333,3,0,0,0,489.0,9,9,0,1,1,0.1111111111111111,0.2222222222222222,2,2,2.0,2.0,1,0,0,0,479,1,296
C00531,CLI01632,2025-08-02,1,12,250.29,1741.19,Loja física,353,0.14374651818583842,1,0,,0,0,0,0,,11,11,0,7,7,0.6363636363636364,3.5454545454545454,16,39,5.571428571428571,16.0,0,0,1,0,639,1,355
C00532,CLI00230,2026-01-24,0,12,197.53,2376.07,Loja física,353,0.08313307267883521,3,4,743.385,2,0,2,0,309.0,11,11,0,4,4,0.36363636363636365,6.545454545454546,26,72,18.0,26.0,1,0,0,0,719,1,356
C00533,CLI00143,2025-08-18,1,12,524.34,3665.4,Televendas,353,0.14305123588148633,1,2,400.79,1,1,0,0,199.0,11,11,0,4,4,0.36363636363636365,1.9090909090909092,15,21,5.25,15.0,1,2,0,0,685,1,356
C00534,CLI00120,2026-01-01,1,18,291.95,3801.88,Loja física,533,0.07679095605332098,2,2,742.0799999999999,0,0,1,1,698.0,17,17,0,8,8,0.47058823529411764,3.588235294117647,19,61,7.625,19.0,1,1,2,0,537,1,535
C00535,CLI00619,2026-01-29,1,12,93.09,2059.38,Loja física,263,0.04520292515223028,2,1,1971.71,0,0,0,1,421.0,8,8,0,6,6,0.75,8.375,18,67,11.166666666666666,18.0,0,0,0,1,769,1,266
C00537,CLI00508,2026-01-01,1,12,347.65,3289.69,Loja física,353,0.10567865057193838,1,0,,0,0,0,0,,11,11,0,6,6,0.5454545454545454,3.4545454545454546,17,38,6.333333333333333,17.0,1,0,0,0,686,1,353
C00538,CLI01188,2025-07-19,1,12,295.18,6553.72,Site,353,0.04504006884639564,2,2,509.27500000000003,2,0,0,0,89.0,11,11,0,5,5,0.45454545454545453,5.181818181818182,19,57,11.4,19.0,1,0,1,0,771,1,355
C00539,CLI00646,2025-08-04,1,6,371.19,3083.75,Loja física,173,0.12036967977300364,3,4,614.9725,0,2,1,1,26.0,5,5,0,2,2,0.4,4.4,21,22,11.0,21.0,0,1,0,0,784,1,176
C00540,CLI02678,2025-08-03,0,10,225.42,2248.52,Loja física,293,0.10025261060608756,2,0,,0,0,0,0,,9,9,0,3,3,0.3333333333333333,2.0,10,18,6.0,10.0,0,0,0,0,799,1,293
C00541,CLI01178,2026-02-04,0,18,253.98,5108.82,Loja física,503,0.049714023982054566,1,0,,0,0,0,0,,16,16,0,6,6,0.375,2.5625,21,41,6.833333333333333,21.0,0,0,0,0,612,1,505
C00542,CLI01399,2025-11-01,1,12,144.92,2532.78,Loja física,353,0.05721776072142072,1,0,,0,0,0,0,,11,11,0,4,4,0.36363636363636365,3.1818181818181817,21,35,8.75,21.0,1,1,0,0,631,1,355
C00543,CLI02223,2025-06-28,1,10,96.89,3248.22,Televendas,293,0.029828644611510306,1,3,684.9333333333334,2,0,0,1,52.0,9,9,0,2,2,0.2222222222222222,3.4444444444444446,25,31,15.5,25.0,0,0,1,0,724,1,295
C00544,CLI02114,2026-01-17,1,24,135.46,3370.52,Loja física,83,0.04018964432787819,3,2,3626.165,0,0,1,1,444.0,2,2,0,2,2,1.0,13.0,18,26,13.0,18.0,0,1,0,0,503,1,86
C00548,CLI00127,2025-06-24,1,12,213.58,4645.88,Loja física,353,0.045971914900944495,2,2,1331.545,0,1,1,0,316.0,11,11,0,4,4,0.36363636363636365,1.0,5,11,2.75,5.0,0,0,0,0,665,1,353
C00549,CLI00421,2025-12-26,0,10,87.39,3643.12,Loja física,293,0.02398768088890841,1,0,,0,0,0,0,,9,9,0,5,5,0.5555555555555556,7.111111111111111,23,64,12.8,23.0,0,0,1,0,818,1,296
C00550,CLI01973,2026-01-10,1,18,55.24,3675.54,Site,83,0.015029084161783031,1,0,,0,0,0,0,,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,503,1,84
C00551,CLI02696,2026-01-27,1,24,15.83,5239.24,Site,113,0.0030214305891694214,4,5,1268.108,1,1,2,1,44.0,3,3,0,3,3,1.0,9.333333333333334,24,28,9.333333333333334,24.0,0,0,1,0,597,1,115
C00553,CLI02304,2025-11-16,1,6,326.54,1136.89,Loja física,173,0.28722215869609197,1,0,,0,0,0,0,,5,5,0,5,5,1.0,11.2,16,56,11.2,16.0,0,0,0,0,485,1,175
C00554,CLI02713,2025-08-16,0,10,401.94,5982.05,Loja física,293,0.06719101311423341,2,3,772.3866666666667,1,1,0,1,98.0,9,9,0,2,2,0.2222222222222222,0.4444444444444444,2,4,2.0,2.0,0,0,0,0,874,1,295
C00555,CLI01970,2026-01-29,1,24,82.26,1411.06,Loja física,143,0.058296599719359916,2,1,592.6,0,0,1,0,884.0,4,3,1,4,3,1.0,19.25,25,77,18.0,25.0,0,0,1,0,542,1,145
C00556,CLI02016,2026-01-11,0,12,212.86,1793.09,Loja física,83,0.11871127494994675,4,7,953.1828571428571,2,0,2,3,120.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,617,1,83
C00557,CLI02478,2025-08-10,1,12,114.46,4055.91,Televendas,353,0.028220547300112673,1,0,,0,0,0,0,,11,11,0,6,6,0.5454545454545454,1.9090909090909092,11,21,3.5,11.0,0,0,2,0,873,1,353
C00558,CLI00784,2026-01-08,1,10,279.81,1514.58,Loja física,173,0.1847442855445074,1,2,325.09499999999997,1,0,1,0,559.0,5,5,0,2,2,0.4,5.6,19,28,14.0,19.0,0,0,1,0,655,1,176
C00559,CLI00918,2025-08-14,0,6,234.74,2886.63,Televendas,173,0.08131973962717771,4,4,526.7625,1,3,0,0,187.0,5,5,0,1,1,0.2,2.4,12,12,12.0,12.0,0,0,1,0,886,1,176
C00560,CLI01800,2026-01-13,0,6,377.1,4566.64,Loja física,143,0.0825771245379535,1,2,422.295,0,2,0,0,130.0,4,4,0,0,0,0.0,0.0,0,0,,,0,0,0,0,780,1,145
C00561,CLI01770,2026-01-21,0,18,182.01,4218.42,Loja física,533,0.0431464861251369,2,3,2007.6333333333332,3,0,0,0,206.0,17,17,0,9,9,0.5294117647058824,2.4705882352941178,20,42,4.666666666666667,20.0,0,1,0,0,740,1,533
C00562,CLI01783,2026-01-25,0,24,144.33,2768.92,Loja física,173,0.05212501625182382,2,1,495.59,0,0,0,1,616.0,5,5,0,3,3,0.6,8.4,18,42,14.0,18.0,0,2,1,1,664,1,175
C00563,CLI00716,2026-01-08,1,24,237.41,2883.58,Loja física,113,0.08233168491944041,4,4,1103.4375,0,2,1,1,108.0,3,3,0,1,1,0.3333333333333333,0.6666666666666666,2,2,2.0,2.0,0,1,1,0,615,1,115
C00564,CLI00753,2026-01-08,1,24,116.52,2399.76,Loja física,263,0.04855485548554855,2,1,752.98,0,0,0,1,538.0,8,8,0,3,3,0.375,3.375,22,27,9.0,22.0,1,0,0,0,822,1,264
C00565,CLI00496,2026-01-30,1,10,110.51,1948.84,Site,293,0.056705527390652904,1,1,233.87,1,0,0,0,704.0,9,9,0,1,1,0.1111111111111111,0.2222222222222222,2,2,2.0,2.0,0,0,0,1,844,1,295
C00566,CLI00224,2025-12-19,1,6,153.9,4381.98,Loja física,173,0.035121109635370316,1,0,,0,0,0,0,,5,5,0,5,5,1.0,12.4,23,62,12.4,23.0,0,0,0,1,534,1,173
C00568,CLI01383,2025-11-15,1,12,187.6,2194.26,Loja física,353,0.08549579357049757,2,4,570.83,0,0,2,2,295.0,11,11,0,9,9,0.8181818181818182,11.454545454545455,26,126,14.0,26.0,1,1,2,0,635,1,356
C00569,CLI01666,2026-01-11,0,24,26.6,1573.32,Loja física,563,0.016906922940024917,1,1,1228.38,0,0,0,1,338.0,18,18,0,9,9,0.5,3.7777777777777777,24,68,7.555555555555555,24.0,0,0,0,0,616,1,563
C00570,CLI01838,2026-01-08,1,18,240.89,3433.55,Loja física,353,0.07015770849412414,2,1,1068.05,0,1,0,0,714.0,11,11,0,4,4,0.36363636363636365,1.9090909090909092,12,21,5.25,12.0,0,0,1,0,661,1,354
C00571,CLI00448,2026-01-14,1,24,196.02,1559.34,Loja física,383,0.12570702989726423,2,5,1007.0319999999999,2,0,1,2,62.0,12,12,0,8,8,0.6666666666666666,7.166666666666667,26,86,10.75,26.0,1,0,0,1,562,1,384
C00572,CLI02557,2026-01-25,1,12,292.88,4425.37,Televendas,173,0.06618203675624863,2,2,775.6700000000001,1,0,1,0,419.0,5,5,0,3,3,0.6,8.2,25,41,13.666666666666666,25.0,0,0,0,0,611,1,176
C00574,CLI01999,2026-01-19,0,12,88.47,5530.0,Loja física,263,0.015998191681735986,3,3,976.3166666666666,0,2,0,1,17.0,8,8,0,0,0,0.0,0.0,0,0,,,0,1,0,0,775,1,263
C00575,CLI02211,2026-01-25,0,10,336.54,3979.14,Loja física,83,0.08457606417467092,1,0,,0,0,0,0,,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,739,1,86
C00577,CLI02045,2026-01-27,1,18,163.96,2634.42,Televendas,533,0.062237608278102964,1,0,,0,0,0,0,,17,17,0,10,10,0.5882352941176471,7.294117647058823,24,124,12.4,24.0,0,0,0,0,624,1,535
C00579,CLI02665,2025-07-29,0,12,59.15,2243.13,Loja física,353,0.02636940346747625,1,0,,0,0,0,0,,11,11,0,5,5,0.45454545454545453,1.0909090909090908,5,12,2.4,5.0,0,1,0,1,664,1,355
C00580,CLI01672,2025-08-22,0,6,661.56,4237.79,Loja física,173,0.1561096703706413,2,2,938.325,0,0,1,1,395.0,5,5,0,2,2,0.4,2.6,11,13,6.5,11.0,0,0,0,1,683,1,173
C00581,CLI01402,2025-08-11,1,12,150.66,1815.07,Loja física,353,0.08300506316560793,3,3,889.2233333333334,1,1,1,0,43.0,11,11,0,4,4,0.36363636363636365,0.9090909090909091,5,10,2.5,5.0,0,0,0,0,773,1,353
C00582,CLI02746,2025-08-30,0,12,723.35,7163.0,Loja física,353,0.10098422448694681,4,4,667.0925,2,2,0,0,56.0,11,11,0,3,3,0.2727272727272727,4.2727272727272725,20,47,15.666666666666666,20.0,0,1,0,0,632,1,353
C00583,CLI01622,2026-01-29,0,10,398.49,4676.01,Loja física,83,0.08522009148825602,2,2,1393.54,1,0,1,0,284.0,2,2,0,2,2,1.0,12.5,23,25,12.5,23.0,0,1,0,0,554,1,84
C00584,CLI02433,2026-01-13,0,12,410.33,3573.39,Televendas,173,0.11482933572881773,3,6,1117.6316666666667,2,1,2,1,34.0,5,5,0,2,2,0.4,0.6,2,3,1.5,2.0,0,2,0,1,689,1,176
C00585,CLI01451,2026-01-27,1,18,164.95,1586.51,Loja física,323,0.10397035001355175,1,0,,0,0,0,0,,10,10,0,7,7,0.7,5.9,25,59,8.428571428571429,25.0,1,0,0,0,640,1,324
C00586,CLI01071,2025-06-07,1,12,418.69,3170.82,Loja física,353,0.13204470767814003,2,2,1654.1799999999998,0,2,0,0,51.0,11,11,0,6,6,0.5454545454545454,9.909090909090908,24,109,18.166666666666668,24.0,0,0,0,0,740,1,355
C00587,CLI02286,2026-01-14,0,10,141.94,2850.63,Loja física,203,0.04979250200832798,1,0,,0,0,0,0,,6,6,0,2,2,0.3333333333333333,5.0,22,30,15.0,22.0,1,0,0,0,510,1,204
C00588,CLI00276,2026-01-10,0,18,59.54,3199.59,Site,353,0.01860863423126088,3,7,845.9857142857143,2,3,2,0,332.0,11,11,0,2,2,0.18181818181818182,0.18181818181818182,1,2,1.0,1.0,0,0,0,0,817,1,353
C00589,CLI02462,2026-01-28,1,10,101.62,2503.59,Loja física,173,0.04058971317188517,1,2,327.135,0,0,0,2,237.0,5,5,0,4,4,0.8,13.8,22,69,17.25,22.0,0,1,0,1,693,1,174
C00590,CLI01686,2025-08-08,1,10,500.08,1452.4,Loja física,293,0.3443128614706692,2,5,941.3099999999998,1,1,1,2,74.0,9,9,0,8,8,0.8888888888888888,16.77777777777778,26,151,18.875,26.0,0,0,0,0,535,1,294
C00591,CLI02553,2025-10-15,0,10,278.78,3240.05,Site,293,0.08604188206972113,3,6,673.72,1,1,1,3,6.0,9,9,0,5,5,0.5555555555555556,5.0,25,45,9.0,25.0,0,1,2,0,820,1,294
C00592,CLI01226,2025-12-22,0,18,186.24,5613.26,Site,533,0.03317858071780035,2,4,1934.7325,0,2,0,2,200.0,17,17,0,5,5,0.29411764705882354,1.0,12,17,3.4,12.0,0,0,0,0,837,1,536
C00593,CLI00175,2026-01-20,1,12,153.47,2742.98,Site,293,0.055950098068524017,2,2,505.735,1,0,1,0,285.0,9,9,0,2,2,0.2222222222222222,2.0,17,18,9.0,17.0,0,1,1,0,913,1,293
C00595,CLI01647,2025-06-28,1,10,190.64,2936.25,Loja física,293,0.06492635163899531,1,2,885.81,1,0,0,1,371.0,9,9,0,5,5,0.5555555555555556,4.777777777777778,22,43,8.6,22.0,0,1,0,0,602,1,295
C00597,CLI02398,2026-01-22,0,6,308.96,4249.49,Loja física,113,0.07270519521166069,1,4,1490.38,0,0,1,3,156.0,3,3,0,2,2,0.6666666666666666,0.6666666666666666,1,2,1.0,1.0,0,0,0,0,995,1,113
C00598,CLI02016,2026-01-27,0,6,418.54,3526.41,Loja física,143,0.11868727686230474,4,7,953.1828571428571,2,0,2,3,136.0,4,4,0,1,1,0.25,4.0,16,16,16.0,16.0,0,0,0,0,600,1,146
C00599,CLI02154,2025-09-23,0,12,97.93,4236.86,Loja física,353,0.02311381541991003,2,3,1234.4566666666667,2,0,0,1,638.0,11,11,0,1,1,0.09090909090909091,0.18181818181818182,2,2,2.0,2.0,0,0,1,0,592,1,353
C00600,CLI02594,2026-01-10,1,24,119.99,2686.55,Loja física,263,0.04466322979285701,3,2,401.515,1,0,1,0,138.0,8,8,0,4,4,0.5,1.375,7,11,2.75,7.0,0,0,1,0,632,1,263
C00601,CLI02353,2025-09-05,1,10,337.32,2410.83,Site,293,0.13991861723970583,2,4,1161.8625,1,1,1,1,223.0,9,9,0,3,3,0.3333333333333333,2.0,9,18,6.0,9.0,1,0,0,0,571,1,294
C00602,CLI01696,2026-01-02,0,18,108.14,2316.57,Loja física,533,0.04668108453446258,2,5,540.5440000000001,1,1,3,0,60.0,17,17,0,3,3,0.17647058823529413,0.29411764705882354,2,5,1.6666666666666667,2.0,0,0,0,0,675,1,535
C00603,CLI02369,2026-01-20,1,18,144.23,2340.35,Site,443,0.0616275343431538,1,0,,0,0,0,0,,14,14,0,10,10,0.7142857142857143,11.5,23,161,16.1,23.0,1,0,0,0,727,1,446
C00604,CLI00986,2026-01-16,0,24,81.58,3223.41,Site,173,0.025308601760247688,2,4,498.7925,1,0,1,2,390.0,5,5,0,0,0,0.0,0.0,0,0,,,0,0,0,0,825,1,174
C00605,CLI00079,2026-02-06,1,12,162.08,1812.86,Loja física,143,0.08940569045596462,3,2,1623.105,0,1,1,0,22.0,4,4,0,3,3,0.75,12.0,23,48,16.0,23.0,1,1,2,0,629,1,143
C00606,CLI00258,2026-02-03,1,18,150.34,3599.99,Loja física,473,0.04176122711451977,3,5,1027.156,2,2,0,1,132.0,15,15,0,8,8,0.5333333333333333,2.533333333333333,12,38,4.75,12.0,0,0,0,0,752,1,475
C00607,CLI02037,2025-07-21,1,10,164.58,3392.53,Loja física,293,0.048512467096827445,3,3,695.3533333333334,0,1,1,1,67.0,9,9,0,3,3,0.3333333333333333,0.5555555555555556,2,5,1.6666666666666667,2.0,0,0,0,0,553,1,294
C00608,CLI00502,2025-12-17,1,6,340.29,2705.07,Loja física,173,0.12579711430757798,2,1,490.93,0,1,0,0,205.0,5,4,1,2,1,0.4,4.8,23,24,1.0,1.0,1,0,0,0,644,1,175
C00609,CLI01563,2026-01-10,0,24,71.36,3727.2,Loja física,443,0.01914573942906203,2,3,679.7933333333334,1,1,0,1,119.0,14,14,0,8,8,0.5714285714285714,9.0,25,126,15.75,25.0,2,0,0,0,680,1,443
C00610,CLI00258,2026-01-10,0,10,266.68,2992.23,Site,263,0.08912416492047737,3,5,1027.156,2,2,0,1,108.0,8,8,0,2,2,0.25,0.875,6,7,3.5,6.0,0,0,0,0,708,1,266
C00611,CLI02521,2026-01-28,0,10,194.72,2997.24,Loja física,173,0.06496643578759126,2,5,1139.482,3,0,2,0,485.0,5,5,0,1,1,0.2,4.8,24,24,24.0,24.0,1,0,0,1,689,1,175
C00613,CLI00503,2026-01-21,0,12,300.15,2664.44,Loja física,323,0.11265031301136448,6,6,1320.81,0,3,2,1,218.0,10,10,0,6,6,0.6,9.2,26,92,15.333333333333334,26.0,0,1,0,0,582,1,323
C00614,CLI02503,2025-08-16,1,10,38.0,1820.8,Loja física,293,0.020869947275922673,2,2,1533.09,1,0,1,0,147.0,9,9,0,3,3,0.3333333333333333,0.8888888888888888,5,8,2.6666666666666665,5.0,0,0,0,0,743,1,295
C00616,CLI01658,2026-01-16,1,18,83.28,1641.76,Loja física,503,0.05072605009258357,2,2,788.2,1,1,0,0,153.0,16,16,0,11,11,0.6875,8.1875,26,131,11.909090909090908,26.0,1,1,1,0,559,1,505
C00617,CLI00048,2026-02-02,0,18,119.97,2204.88,Loja física,143,0.05441112441493414,2,1,931.25,1,0,0,0,52.0,4,4,0,0,0,0.0,0.0,0,0,,,1,0,0,0,858,1,145
C00618,CLI00773,2025-06-23,0,12,168.09,2455.51,Loja física,353,0.06845421114147367,4,4,791.2575,3,0,1,0,45.0,11,11,0,4,4,0.36363636363636365,4.181818181818182,16,46,11.5,16.0,2,0,0,0,639,1,355
C00619,CLI02158,2025-12-10,1,6,1603.33,2250.57,Loja física,173,0.7124106337505609,3,2,584.5,1,1,0,0,186.0,5,5,0,5,5,1.0,15.4,21,77,15.4,21.0,0,1,1,0,274,1,175
C00620,CLI00566,2025-07-16,0,12,154.18,2798.58,Site,353,0.05509222534285245,1,1,1556.59,1,0,0,0,693.0,11,11,0,5,5,0.45454545454545453,7.363636363636363,26,81,16.2,26.0,0,2,0,0,603,1,355
